"Station","Depth","Temp"
29679,400,6.42
29679,436,6.02
29679,500,5.61
29679,515,5.52
29711,0,14.42
29711,3,14.42
29711,10,13.91
29711,17,13.31
29711,20,13.29
29711,30,13.24
29711,31,13.23
29711,47,13.15
29711,50,13.14
29711,56,13.13
29711,66,12.96
29711,75,11.63
29711,76,11.47
29711,86,10.82
29711,96,10.19
29711,100,9.92
29711,111,9.35
29711,125,9.35
29711,126,9.35
29711,145,9.2
29711,150,9.12
29711,170,8.77
29711,200,8.45
29711,231,8.09
29711,250,7.9
29711,270,7.68
29711,300,7.15
29711,319,6.81
29711,379,6.3
29711,400,6.15
29711,438,5.91
29711,500,5.56
29711,517,5.46
29780,0,15.73
29780,1,15.73
29780,1,15.73
29780,10,15.71
29780,20,15.7
29780,30,15.65
29780,40,15.48
29780,49,13.77
29780,50,13.6
29780,60,12.08
29780,70,10.94
29780,75,10.6
29780,84,10.23
29780,99,9.97
29780,100,9.96
29780,119,9.65
29780,125,9.51
29780,139,9.2
29780,150,9.03
29780,169,8.78
29780,198,8.36
29780,200,8.33
29780,229,7.91
29780,250,7.57
29780,275,7.22
29780,300,7.04
29780,317,6.94
29780,378,6.48
29780,400,6.31
29780,444,6.02
29780,500,5.79
29780,507,5.76
29791,0,16.37
29791,2,16.37
29791,10,16.37
29791,15,16.37
29791,20,16.21
29791,30,15.75
29791,31,15.69
29791,44,14.91
29791,50,13.53
29791,55,12.44
29791,65,12.07
29791,75,11.91
29791,86,11.13
29791,95,9.88
29791,100,9.7
29791,111,9.31
29791,125,9.28
29791,145,9.03
29791,150,9
29791,170,8.88
29791,200,8.55
29791,228,8.22
29791,250,7.94
29791,270,7.68
29791,300,7.33
29791,320,7.11
29791,377,6.53
29791,400,6.31
29791,438,6
29791,500,5.7
29791,514,5.63
29828,0,16.89
29828,2,16.89
29828,6,16.9
29828,10,16.77
29828,20,14.93
29828,30,12.92
29828,40,12.05
29828,50,12.12
29828,53,12.14
29829,0,17.51
29829,2,17.51
29829,2,17.51
29829,7,17.21
29829,10,16.55
29829,14,15.5
29829,20,14.35
29829,22,14.01
29829,30,12.78
29829,38,12.01
29829,47,11.84
29846,0,15.57
29846,3,15.57
29846,10,15.57
29846,11,15.57
29846,20,15.56
29846,21,15.56
29846,30,14.79
29846,31,14.67
29846,40,13.4
29846,50,12.13
29846,51,12.02
29846,61,11.05
29846,70,10.98
29846,75,10.95
29846,86,10.72
29846,100,9.76
29846,101,9.69
29846,121,9.32
29846,125,9.3
29846,139,9.27
29846,150,9.2
29846,170,8.99
29846,199,8.52
29846,200,8.51
29846,229,8.18
29846,250,7.78
29846,264,7.52
29846,300,7.19
29846,317,7.09
29846,380,6.67
29846,400,6.58
29846,438,6.43
29846,500,6.07
29846,511,6.01
29847,0,15.72
29847,2,15.72
29847,3,15.72
29847,10,15.72
29847,20,15.72
29847,21,15.72
29847,30,15.4
29847,31,15.36
29847,41,13.69
29847,50,12.22
29847,51,12.08
29847,61,11.17
29847,71,10.76
29847,75,10.54
29847,85,10.07
29847,99,9.89
29847,100,9.88
29847,119,9.66
29847,125,9.61
29847,140,9.5
29847,150,9.43
29847,170,9.29
29847,200,9.13
29847,227,8.96
29847,250,8.77
29847,269,8.55
29847,300,7.97
29847,316,7.68
29847,377,7.34
29847,400,7.13
29847,431,6.85
29847,500,6.43
29847,519,6.32
29848,0,16.44
29848,2,16.44
29848,2,16.45
29848,6,16.09
29848,10,15.92
29848,14,15.74
29848,20,15.03
29848,22,14.81
29848,28,14.69
29848,30,14.34
29848,39,12.77
29848,45,12.69
29848,50,12.53
29848,52,12.47
29848,61,12.48
29848,72,12.13
29848,75,11.89
29848,86,10.97
29848,100,10.48
29848,101,10.44
29849,0,16.77
29849,3,16.77
29849,10,16.76
29849,20,16.16
29849,30,15.36
29849,40,13.44
29849,50,13.06
29849,51,13.05
29849,60,12.38
29849,70,11.36
29849,75,11.04
29849,84,10.7
29849,99,10.55
29849,100,10.54
29849,120,10.35
29849,125,10.27
29849,140,10.04
29850,0,16.78
29850,2,16.78
29850,5,16.78
29850,10,16.75
29850,11,16.74
29850,20,16.49
29850,21,16.46
29850,26,15.36
29853,0,15.25
29853,2,15.25
29853,2,15.25
29853,5,15.25
29853,8,15.23
29853,10,15.21
29853,16,15.15
29853,20,15.08
29853,25,14.99
29853,30,13.89
29853,32,13.45
29853,38,13.19
29853,45,13.06
29853,50,12.19
29853,52,11.82
29853,64,11.56
29857,0,15.4
29857,4,15.4
29857,10,15.41
29857,19,15.41
29857,20,15.41
29857,29,15.39
29857,30,15.35
29857,39,14.83
29857,50,14.23
29857,60,11.2
29857,69,10.46
29857,75,10.2
29857,88,9.88
29857,100,9.53
29857,123,9.26
29857,125,9.23
29857,143,8.92
29857,150,8.83
29857,169,8.61
29857,200,8.28
29857,204,8.23
29857,229,7.83
29857,250,7.54
29857,266,7.32
29857,300,6.8
29857,316,6.58
29857,375,6.11
29857,400,5.9
29857,436,5.61
29857,500,5.24
29857,505,5.21
29861,0,16.08
29861,4,16.08
29861,10,16.1
29861,20,16.08
29861,21,16.08
29861,30,15.17
29861,31,15.04
29861,40,14.1
29861,50,12.91
29861,60,11.82
29861,70,11.51
29861,75,11.41
29861,84,11.16
29861,99,10.28
29861,100,10.23
29861,118,9.53
29861,125,9.39
29861,139,9.23
29861,150,9.13
29861,168,8.97
29861,198,8.59
29861,200,8.55
29861,228,8.06
29861,250,7.79
29861,269,7.59
29861,300,7.26
29861,319,7.07
29861,380,6.43
29861,400,6.31
29861,439,6.13
29861,500,5.79
29861,520,5.68
29866,0,15.78
29866,3,15.78
29866,3,15.78
29866,7,15.76
29866,10,15.75
29866,16,15.72
29866,20,15.64
29866,24,15.54
29866,30,15.39
29866,31,15.35
29866,37,14.83
29866,45,14.02
29866,50,12.63
29866,52,12.11
29866,59,11.73
29866,70,11.31
29866,75,11.06
29866,85,10.61
29866,100,10.35
29866,118,10.05
29866,125,9.96
29866,138,9.8
29866,150,9.68
29866,168,9.49
29866,199,8.96
29866,200,8.95
29866,229,8.73
29866,250,8.57
29866,266,8.43
29866,300,8.06
29866,318,7.88
29866,378,7.56
29866,400,7.33
29866,438,6.89
29866,500,6.23
29866,521,6
29867,0,14.53
29867,2,14.53
29867,4,14.45
29867,8,14.36
29867,10,14.35
29867,20,14.25
29867,27,13.98
29867,30,13.89
29867,33,13.79
29867,43,13.16
29868,0,14.48
29868,2,14.48
29868,10,14.28
29868,20,14.18
29868,30,13.24
29868,39,12.29
29868,49,11.74
29868,50,11.68
29868,59,11.23
29868,69,11.01
29868,75,10.96
29868,84,10.89
29868,99,10.54
29868,100,10.51
29868,119,10.06
29868,125,9.99
29868,139,9.86
29868,150,9.68
29868,168,9.39
29868,198,9.08
29868,200,9.07
29868,228,8.94
29868,250,8.73
29868,268,8.5
29868,300,7.98
29868,318,7.71
29868,377,7.4
29868,400,7.17
29868,437,6.76
29868,500,6.24
29868,514,6.12
29869,0,14.8
29869,2,14.8
29869,9,14.73
29869,10,14.71
29869,19,14.49
29869,20,14.4
29869,29,13.34
29869,30,13.21
29869,38,12.28
29869,48,11.58
29869,50,11.5
29869,58,11.28
29869,68,10.96
29869,75,10.76
29869,83,10.55
29869,98,10.19
29869,100,10.18
29869,117,10.14
29869,125,10.08
29869,138,9.93
29869,150,9.62
29869,167,9.22
29869,198,9.34
29869,200,9.32
29869,227,8.87
29869,250,8.54
29869,267,8.33
29869,300,8.04
29869,317,7.91
29869,377,7.41
29869,400,7.2
29869,436,6.86
29869,500,6.33
29869,515,6.21
29870,0,14.58
29870,2,14.58
29870,10,14.57
29870,15,14.55
29870,20,14.52
29870,28,14.48
29870,30,14.35
29870,44,13.26
29870,50,12.9
29870,53,12.74
29870,63,12.23
29870,73,11.53
29870,75,11.37
29870,83,10.79
29870,93,10.48
29870,100,10.3
29870,108,10.1
29870,123,9.7
29870,125,9.66
29870,143,9.45
29870,150,9.42
29870,168,9.32
29870,199,8.73
29870,200,8.72
29870,229,8.59
29870,250,8.37
29870,270,8.14
29870,300,7.97
29870,319,7.87
29870,376,7.23
29870,400,6.96
29870,437,6.61
29870,500,6.34
29870,505,6.32
29871,0,14.55
29871,3,14.55
29871,10,14.53
29871,20,14.53
29871,30,14.53
29871,40,14.53
29871,50,14.12
29871,51,14.06
29871,61,13.14
29871,70,12.06
29871,75,11.75
29871,86,11.28
29871,100,10.45
29871,120,9.84
29871,125,9.74
29871,140,9.48
29871,150,9.29
29871,170,8.92
29871,200,8.49
29871,230,8.36
29871,250,8.34
29871,269,8.33
29871,300,8.01
29871,319,7.77
29871,377,7.2
29871,400,6.98
29871,440,6.63
29871,500,6.19
29871,513,6.1
29875,0,14.11
29875,2,14.11
29875,10,14.1
29875,14,14.1
29875,20,14.1
29875,29,14.1
29875,30,14.1
29875,44,14.1
29875,50,14.1
29875,55,14.1
29875,65,13.75
29875,74,12.76
29875,75,12.69
29875,85,12.05
29875,94,11.39
29875,100,10.81
29875,109,10.06
29875,124,9.77
29875,125,9.75
29875,144,9.43
29875,150,9.36
29875,169,9.16
29875,200,8.79
29875,229,8.38
29875,250,8.08
29875,268,7.86
29875,300,7.66
29875,319,7.56
29875,376,6.92
29875,400,6.68
29875,438,6.36
29875,500,5.99
29875,504,5.97
29891,0,14.35
29891,2,14.35
29891,10,14.35
29891,16,14.35
29891,20,14.36
29891,23,14.36
29891,30,14.36
29891,31,14.36
29891,39,13.63
29891,49,12.55
29891,50,12.47
29891,60,11.74
29891,71,10.79
29891,75,10.55
29891,85,10.11
29891,100,9.81
29891,119,9.6
29891,125,9.52
29891,140,9.33
29891,150,9.29
29891,170,9.21
29891,198,8.85
29891,200,8.82
29891,228,8.44
29891,250,8.24
29891,270,8.11
29891,300,7.98
29891,320,7.88
29891,374,7.27
29891,400,7.06
29891,437,6.81
29891,500,6.33
29891,518,6.19
29892,0,14.33
29892,2,14.33
29892,10,14.31
29892,20,14.3
29892,21,14.3
29892,30,14.31
29892,40,14.29
29892,50,13.26
29892,51,13.14
29892,60,12.62
29892,70,11.71
29892,75,11.38
29892,85,10.84
29892,99,10.11
29892,100,10.08
29892,120,9.7
29892,125,9.61
29892,140,9.37
29892,150,9.3
29892,169,9.2
29892,200,8.77
29892,202,8.74
29892,227,8.57
29892,250,8.44
29892,271,8.33
29893,0,14.43
29893,1,14.43
29893,10,14.43
29893,20,14.31
29893,30,14.16
29893,40,14.08
29893,50,13.7
29893,60,12.62
29893,70,11.53
29893,75,11.22
29893,85,10.85
29893,100,10.53
29893,119,9.79
29893,125,9.68
29893,139,9.51
29893,150,9.37
29893,170,9.21
29893,200,9.26
29893,229,8.49
29893,250,8.42
29893,268,8.36
29893,300,8.19
29893,320,8.05
29893,380,7.44
29893,400,7.15
29893,438,6.64
29893,500,6.3
29893,505,6.27
29894,0,14.42
29894,2,14.42
29894,10,14.41
29894,20,14.3
29894,30,14.01
29894,40,12.64
29894,50,11.96
29894,57,11.7
29898,0,14.42
29898,2,14.42
29898,10,14.33
29898,11,14.31
29898,20,14.19
29898,30,14.16
29898,31,14.16
29898,40,13.09
29898,50,12.01
29898,51,11.92
29898,60,11.36
29898,70,11.09
29898,75,10.99
29898,85,10.82
29898,100,10.64
29898,120,10.21
29898,125,10.16
29898,139,10.01
29898,150,9.77
29898,169,9.36
29898,199,9.11
29898,200,9.1
29898,228,8.64
29898,250,8.34
29898,269,8.11
29898,300,7.81
29898,319,7.64
29898,378,7.07
29898,400,6.96
29898,438,6.81
29898,500,6.47
29898,517,6.38
29908,0,14.52
29908,1,14.52
29908,10,14.53
29908,13,14.53
29908,20,14.5
29908,29,14.48
29908,30,14.49
29908,37,14.52
29908,46,14.51
29908,50,14.42
29908,53,14.35
29908,60,14.32
29908,68,14.06
29908,75,13.17
29908,77,12.92
29908,87,12.76
29908,94,11.75
29908,100,11.28
29908,111,10.76
29908,124,10.02
29908,125,9.98
29908,146,9.36
29908,150,9.29
29908,171,9.04
29908,200,8.65
29908,201,8.64
29908,228,8.33
29908,250,8.01
29908,271,7.7
29908,300,7.33
29908,321,7.09
29908,381,6.47
29908,400,6.33
29908,439,6.07
29908,500,5.56
29908,513,5.45
29937,0,14.31
29937,2,14.31
29937,10,14.3
29937,20,13.9
29937,30,13.35
29937,40,12.97
29937,50,12.65
29937,60,12.26
29937,70,11.55
29937,75,10.99
29937,85,9.98
29937,100,9.73
29937,119,9.61
29937,125,9.55
29937,140,9.37
29937,150,9.25
29937,169,9.02
29937,199,8.74
29937,200,8.73
29937,229,8.34
29937,250,8.17
29937,270,8.05
29937,300,7.83
29937,317,7.7
29937,378,7.11
29937,400,6.93
29937,438,6.65
29937,500,6.23
29937,512,6.15
29940,0,14.36
29940,2,14.36
29940,10,14.31
29940,20,14.27
29940,30,14.06
29940,40,13.81
29940,50,13.56
29940,51,13.53
29940,59,13.21
29940,70,11.98
29940,75,11.51
29940,84,10.82
29940,100,10.15
29940,120,9.36
29940,125,9.25
29940,140,9.01
29940,150,8.91
29940,170,8.75
29940,199,8.43
29940,200,8.42
29940,230,8.14
29940,250,7.94
29940,269,7.74
29940,300,7.39
29940,320,7.18
29940,378,6.87
29940,400,6.76
29940,438,6.56
29940,500,6.07
29940,510,5.99
29942,0,14.36
29942,2,14.36
29942,10,14.34
29942,20,14.34
29942,30,14.33
29942,31,14.33
29942,40,14.12
29942,50,14.05
29942,60,13.86
29942,70,11.76
29942,75,11.25
29942,85,10.71
29942,99,10.1
29942,100,10.07
29942,120,9.57
29942,125,9.5
29942,140,9.35
29942,150,9.22
29942,171,8.92
29942,198,8.51
29942,200,8.49
29942,228,8.17
29942,250,7.85
29942,269,7.6
29942,300,7.39
29942,317,7.29
29942,379,6.66
29942,400,6.57
29942,437,6.44
29942,500,6.08
29942,513,6.01
29943,0,14.82
29943,2,14.82
29943,2,14.82
29943,10,14.79
29943,11,14.78
29943,11,14.79
29943,20,14.78
29943,30,14.78
29943,32,14.78
29943,41,14.63
29943,49,13.96
29943,50,13.91
29943,57,13.65
29943,67,13.42
29943,75,13.52
29943,77,13.54
29943,88,11.56
29943,100,11.41
29943,112,11.14
29943,125,10.51
29943,144,9.45
29943,150,9.31
29943,169,9.1
29943,198,8.72
29943,200,8.69
29943,228,8.3
29943,250,8.03
29943,267,7.82
29943,300,7.37
29943,317,7.14
29943,377,6.42
29943,400,6.26
29943,436,6.07
29943,500,5.74
29943,515,5.66
29951,0,14.25
29951,1,14.25
29951,1,14.26
29951,10,14.21
29951,14,14.19
29951,14,14.19
29951,20,14.19
29951,21,14.19
29951,28,14.18
29951,30,14.16
29951,37,14.08
29951,45,13.24
29951,50,13.16
29951,51,13.14
29951,57,13.18
29951,70,12.4
29951,75,12
29951,82,11.47
29951,91,10.99
29951,100,10.67
29951,101,10.64
29951,121,9.89
29951,125,9.78
29951,140,9.43
29951,150,9.25
29951,171,8.95
29951,200,8.61
29951,230,7.84
29951,250,7.51
29951,269,7.28
29951,300,6.95
29951,320,6.78
29951,380,6.4
29951,400,6.26
29951,436,6.01
29951,500,5.55
29951,508,5.49
29970,0,14.7
29970,1,14.7
29970,10,14.29
29970,20,13.62
29970,29,13.29
29970,30,13.27
29970,40,13.06
29970,49,12.84
29970,50,12.84
29970,59,12.8
29970,70,12.27
29970,75,11.91
29970,85,11.18
29970,100,10.47
29970,119,9.87
29970,125,9.75
29970,139,9.5
29970,150,9.28
29970,168,8.92
29970,198,8.44
29970,200,8.42
29970,229,8.12
29970,250,7.81
29970,268,7.53
29970,300,7.11
29970,317,6.92
29970,377,6.57
29970,400,6.4
29970,437,6.12
29970,500,5.81
29970,515,5.74
29971,0,14.37
29971,2,14.37
29971,10,13.89
29971,20,13.6
29971,21,13.58
29971,30,13.35
29971,31,13.35
29971,41,13.98
29971,50,12.6
29971,61,12.68
29971,71,12.65
29971,75,12.42
29971,85,11.73
29971,100,11.09
29971,119,10.04
29971,125,9.87
29971,139,9.61
29971,150,9.43
29971,170,9.16
29971,200,8.78
29971,229,8.1
29971,250,7.79
29971,269,7.57
29971,300,7.14
29971,318,6.91
29971,378,6.4
29971,400,6.27
29971,437,6.06
29971,500,5.66
29971,513,5.58
29974,0,14.42
29974,1,14.42
29974,10,14.39
29974,15,14.37
29974,20,14.17
29974,30,13.74
29974,45,13.5
29974,50,13.44
29974,55,13.36
29974,65,13.06
29974,75,13.34
29974,84,12.73
29974,95,12.18
29974,100,11.94
29974,108,11.53
29974,125,10.51
29974,143,9.76
29974,150,9.67
29974,170,9.55
29974,198,8.94
29974,200,8.9
29974,228,8.47
29974,250,8.26
29974,268,8.09
29974,300,7.49
29974,318,7.14
29974,379,6.62
29974,400,6.48
29974,439,6.23
29974,500,5.85
29974,512,5.78
29988,0,14.78
29988,2,14.78
29988,10,14.27
29988,20,14
29988,30,13.06
29988,40,12.07
29988,50,11.95
29988,60,11.86
29988,71,11.79
29988,75,11.73
29988,86,11.44
29988,100,10.67
29988,101,10.61
29988,120,9.62
29988,125,9.49
29988,140,9.24
29988,150,9.11
29988,170,8.88
29988,199,8.53
29988,200,8.52
29988,229,8.19
29988,250,7.94
29988,268,7.72
29988,300,7.34
29988,318,7.13
29988,379,6.34
29988,400,6.17
29988,438,5.94
29988,500,5.6
29988,511,5.54
29989,0,14.62
29989,2,14.62
29989,10,14.29
29989,20,14.2
29989,30,13.85
29989,41,13.5
29989,50,12.67
29989,60,12.45
29989,70,12.35
29989,75,12.19
29989,85,11.72
29989,100,10.73
29989,120,10.2
29989,125,10
29989,140,9.44
29989,150,9.28
29989,170,9.08
29989,200,8.59
29989,229,8.2
29989,250,7.92
29989,269,7.66
29989,300,7.2
29989,319,6.94
29989,378,6.41
29989,400,6.26
29989,438,6.04
29989,500,5.76
29989,506,5.73
29990,0,14.83
29990,2,14.83
29990,10,14.8
29990,20,14.06
29990,29,13.1
29990,30,13.05
29990,39,12.74
29990,50,12.38
29990,59,12.09
29990,69,12.03
29990,75,11.79
29990,85,11.31
29990,100,10.82
29990,119,9.82
29990,125,9.55
29990,139,9.06
29990,150,9.03
29990,168,8.97
29990,198,8.47
29990,200,8.44
29990,228,8.02
29990,250,7.71
29990,268,7.46
29990,300,7.01
29990,318,6.78
29990,377,6.22
29990,400,6.07
29990,437,5.86
29990,500,5.53
29990,514,5.46
29991,0,14.18
29991,1,14.18
29991,2,14.18
29991,10,13.69
29991,11,13.68
29991,20,13.37
29991,21,13.33
29991,28,13.12
29991,30,13.1
29991,34,13.06
29991,42,12.86
29991,50,12.67
29991,54,12.57
29991,63,12.3
29991,73,11.67
29991,75,11.56
29991,85,10.94
29991,99,9.78
29991,100,9.76
29991,118,9.38
29991,125,9.37
29991,138,9.36
29991,150,9.19
29991,169,8.81
29991,199,8.21
29991,200,8.19
29991,228,7.81
29991,250,7.48
29991,268,7.21
29991,300,6.79
29991,317,6.6
29991,377,6.09
29991,400,6
29991,435,5.87
29991,500,5.43
29991,515,5.33
30007,0,15.39
30007,2,15.39
30007,10,14.76
30007,11,14.66
30007,20,14.53
30007,30,14.14
30007,41,13.25
30007,50,12.47
30007,51,12.4
30007,61,12.13
30007,70,11.72
30007,75,11.37
30007,86,10.53
30007,100,9.61
30007,102,9.5
30007,120,9.12
30007,125,9.04
30007,141,8.84
30007,150,8.74
30007,170,8.56
30007,200,8.39
30007,230,7.98
30007,250,7.71
30007,270,7.49
30007,300,7.32
30007,322,7.24
30007,378,7.01
30007,400,6.85
30007,434,6.6
30007,489,6.28
30007,500,6.2
30007,510,6.12
30008,0,15.28
30008,2,15.28
30008,9,15.11
30008,10,15.07
30008,19,14.7
30008,20,14.67
30008,29,14.52
30008,30,14.51
30008,40,14.44
30008,50,14.25
30008,60,13.02
30008,70,12.02
30008,75,11.65
30008,85,11.04
30008,100,10.15
30008,120,9.5
30008,125,9.43
30008,139,9.3
30008,150,9.17
30008,168,8.93
30008,198,8.52
30008,200,8.48
30008,230,7.97
30008,250,7.78
30008,270,7.64
30008,300,7.38
30008,319,7.21
30008,380,6.63
30008,400,6.47
30008,437,6.22
30008,500,5.95
30008,507,5.92
30020,0,15.86
30020,3,15.86
30020,10,15.86
30020,15,15.86
30020,20,15.86
30020,30,15.86
30020,45,15.1
30020,50,14.84
30020,55,14.59
30020,65,14.15
30020,75,13.5
30020,85,12.24
30020,95,11.64
30020,100,11.44
30020,109,11.1
30020,124,10.26
30020,125,10.22
30020,145,9.58
30020,150,9.46
30020,169,9.09
30020,199,8.77
30020,200,8.76
30020,229,8.41
30020,250,8.15
30020,269,7.93
30020,300,7.6
30020,318,7.41
30020,377,6.69
30020,400,6.54
30020,437,6.38
30020,500,6.1
30020,517,6.03
30021,0,15.09
30021,3,15.09
30021,3,15.09
30021,9,15.08
30021,10,15.07
30021,20,14.79
30021,29,14.18
30021,29,14.2
30021,30,14.1
30021,38,13.57
30021,44,13.77
30021,50,13.92
30021,53,14
30021,53,14.02
30021,61,12.56
30021,69,12.15
30021,75,11.92
30021,84,11.52
30021,99,10.36
30021,100,10.31
30021,119,9.65
30021,125,9.45
30021,139,9.05
30021,150,8.9
30021,169,8.71
30021,199,8.21
30021,200,8.19
30021,227,7.72
30021,250,7.37
30021,265,7.17
30021,300,6.74
30021,317,6.59
30021,375,6.48
30021,400,6.47
30021,436,6.41
30021,500,5.96
30021,518,5.83
30036,0,16.1
30036,2,16.1
30036,3,16.1
30036,9,16.08
30036,10,16.07
30036,20,16.01
30036,22,16
30036,30,15.72
30036,32,15.56
30036,42,13.7
30036,50,13.55
30036,52,13.51
30036,52,13.52
30036,62,12.97
30036,68,12.53
30036,75,12.18
30036,86,11.2
30036,95,10.83
30036,100,10.5
30036,110,9.85
30036,125,9.31
30036,143,9.09
30036,150,9.02
30036,169,8.85
30036,199,8.51
30036,200,8.5
30036,228,8.09
30036,250,7.67
30036,266,7.38
30036,300,7.11
30036,317,7.03
30036,377,6.61
30036,400,6.42
30036,436,6.14
30036,500,5.77
30036,521,5.65
30041,0,16.39
30041,4,16.39
30041,9,15.92
30041,10,15.9
30041,20,15.74
30041,30,15.5
30041,39,15.15
30041,49,14.16
30041,50,14.1
30041,60,13.61
30041,69,13.09
30041,75,12.72
30041,85,12.12
30041,99,11.41
30041,100,11.37
30041,119,10.67
30041,125,10.43
30041,138,9.93
30041,150,9.52
30041,168,9.04
30041,199,8.79
30041,200,8.78
30041,228,8.37
30041,250,8.05
30041,269,7.79
30041,300,7.39
30041,317,7.19
30041,377,6.7
30041,400,6.54
30041,436,6.3
30041,500,5.83
30041,522,5.67
30042,0,16.73
30042,2,16.73
30042,10,16.17
30042,20,16.02
30042,30,14.33
30042,40,13.13
30042,49,12.64
30042,50,12.57
30042,59,11.99
30042,69,11.51
30042,75,11.24
30042,85,10.81
30042,100,10.2
30042,119,9.65
30042,125,9.5
30042,139,9.21
30042,150,9.08
30042,169,8.89
30042,198,8.33
30042,200,8.31
30042,228,8.03
30042,250,7.76
30042,269,7.51
30042,300,7.17
30042,319,6.96
30042,377,6.21
30042,400,6.09
30042,437,5.97
30042,500,5.72
30042,520,5.64
30043,0,15.57
30043,2,15.57
30043,10,15.28
30043,20,15.09
30043,30,14.13
30043,31,14.02
30043,40,13.39
30043,50,12.78
30043,61,11.82
30043,69,11.47
30043,75,11.3
30043,85,10.99
30043,99,10.18
30043,100,10.14
30043,119,9.67
30043,125,9.54
30043,139,9.28
30043,150,9.12
30043,169,8.88
30043,200,8.52
30043,229,8.23
30043,250,7.95
30043,269,7.67
30043,300,7.25
30043,319,7.02
30043,378,6.47
30043,400,6.36
30043,435,6.22
30043,500,5.8
30043,518,5.68
30044,0,15.48
30044,3,15.48
30044,3,15.51
30044,7,15.35
30044,10,15.26
30044,16,15.12
30044,16,15.11
30044,20,15.02
30044,26,14.87
30044,26,14.87
30044,30,14.71
30044,35,14.5
30044,40,13.48
30044,48,12.76
30044,50,12.58
30044,58,11.89
30044,69,11.01
30044,75,10.64
30044,83,10.24
30044,97,9.8
30044,100,9.72
30044,117,9.36
30044,125,9.24
30044,138,9.1
30044,150,9.02
30044,166,8.93
30044,198,8.73
30044,200,8.71
30044,226,8.44
30044,250,8.26
30044,267,8.15
30044,300,7.87
30044,318,7.7
30044,375,6.98
30044,400,6.8
30044,436,6.59
30044,500,6.2
30044,521,6.07
30045,0,15.48
30045,2,15.49
30045,2,15.48
30045,10,14.25
30045,10,14.24
30045,20,13.7
30045,20,13.69
30045,29,13.68
30045,30,13.68
30045,40,13.31
30045,50,12.91
30045,61,12.26
30045,69,11.56
30045,75,11.21
30045,84,10.74
30045,99,9.58
30045,100,9.53
30045,119,8.86
30045,125,8.74
30045,139,8.52
30045,150,8.3
30045,170,7.99
30045,200,8
30045,228,7.88
30045,250,7.61
30045,266,7.37
30045,300,6.83
30045,318,6.57
30045,379,6.19
30045,400,6.13
30045,437,6.03
30045,500,5.67
30045,517,5.57
30054,0,14.86
30054,3,14.86
30054,3,14.87
30054,7,14.85
30054,10,14.84
30054,17,14.81
30054,20,14.5
30054,25,13.89
30054,25,13.9
30054,30,13.36
30054,34,13.09
30054,40,13.15
30054,41,13.16
30054,49,11.77
30054,50,11.75
30054,59,11.55
30054,69,11.1
30054,75,10.94
30054,83,10.71
30054,97,9.91
30054,100,9.8
30054,118,9.38
30054,125,9.28
30054,137,9.14
30054,150,8.92
30054,168,8.61
30054,198,8.24
30054,200,8.21
30054,228,7.72
30054,250,7.17
30054,267,6.77
30054,300,6.38
30054,317,6.28
30054,377,6.11
30054,400,6.09
30054,433,6.05
30054,500,5.62
30054,519,5.5
30057,0,15.59
30057,2,15.59
30057,3,15.59
30057,3,15.58
30057,10,15.58
30057,11,15.58
30057,20,15.58
30057,30,14.7
30057,42,13.97
30057,50,12.2
30057,51,11.98
30057,61,11.42
30057,70,11.98
30057,75,11.79
30057,85,11.04
30057,100,10.24
30057,102,10.14
30057,119,9.41
30057,125,9.23
30057,141,8.91
30057,150,8.87
30057,171,8.81
30057,200,8.22
30057,201,8.2
30057,229,7.77
30057,250,7.45
30057,272,7.12
30057,300,6.73
30057,321,6.46
30057,381,5.77
30057,400,5.67
30057,438,5.57
30057,500,5.45
30057,509,5.43
30060,0,15.9
30060,3,15.9
30060,10,15.91
30060,11,15.91
30060,20,15.91
30060,30,15.89
30060,41,14.1
30060,50,13.08
30060,51,13
30060,60,12.55
30060,70,11.56
30060,75,11.23
30060,85,10.77
30060,100,10.36
30060,120,9.48
30060,125,9.35
30060,139,9.09
30060,150,8.98
30060,169,8.83
30060,200,8.39
30060,228,7.9
30060,250,7.6
30060,270,7.36
30060,300,6.97
30060,318,6.74
30060,378,6.13
30060,400,5.94
30060,436,5.71
30060,500,5.67
30060,521,5.66
30068,0,17.25
30068,1,17.25
30068,10,17.03
30068,18,16.1
30068,20,15.6
30068,28,13.63
30068,30,13.4
30068,38,12.81
30068,48,11.87
30068,50,11.73
30068,58,11.26
30068,68,10.8
30068,75,10.78
30068,83,10.75
30068,98,10.43
30068,100,10.42
30068,118,10.34
30068,125,10.3
30068,139,10.22
30068,150,10.16
30068,169,10.03
30068,199,9.75
30068,200,9.74
30068,227,9.61
30068,250,9.44
30068,269,9.29
30068,300,9.06
30068,319,8.89
30068,380,8.02
30068,400,7.78
30068,439,7.37
30068,500,6.85
30068,516,6.71
30076,0,16.63
30076,1,16.6
30076,2,16.63
30076,8,16.45
30076,10,16.43
30076,13,16.42
30076,20,16.37
30076,24,16.34
30076,30,15.87
30076,34,15.3
30076,44,12.65
30076,50,12.07
30076,54,11.89
30076,63,11.36
30076,69,10.57
30076,75,10.41
30076,85,10.14
30076,98,9.63
30076,100,9.58
30076,120,9.23
30076,125,9.19
30076,140,9.12
30076,150,9.06
30076,168,8.91
30076,198,8.47
30076,200,8.44
30076,229,8.02
30076,250,7.91
30076,268,7.8
30076,300,7.15
30076,316,6.83
